Agent_Age,Agent_Rating,Distance_km,Pickup_Lag_min,Hour,DayOfWeek,Weather_enc,Traffic_enc,Vehicle_enc,Area_enc,Category_enc,Delivery_Time
38,4.2,12.241181140730713,1879210.0,21.0,1.0,2,1,0,1,0,205
35,4.9,6.146746629962817,1847535.0,13.0,2.0,1,0,0,0,5,155
20,5.0,4.717601092054723,1909445.0,19.0,1.0,5,1,2,1,1,100
36,5.0,20.44292976252901,1864815.0,20.0,4.0,0,1,0,1,3,85
39,5.0,6.210946741810896,1866245.0,14.0,3.0,5,0,0,1,1,190
37,4.9,13.583440059634135,1882085.0,23.0,6.0,1,2,1,1,7,100
20,4.9,1.5126653201046323,1880645.0,11.0,0.0,0,0,1,0,14,55
28,3.5,10.868240116750805,1836010.0,23.0,2.0,0,2,1,1,10,31
25,4.6,3.1162419915691593,1838895.0,9.0,1.0,4,2,0,0,8,50
36,4.4,3.0597099613184353,1850415.0,12.0,0.0,1,0,1,1,2,160
26,4.7,3.1045718665451782,1838895.0,11.0,1.0,2,0,0,0,3,140
37,4.5,7.448412467877649,1841770.0,21.0,6.0,4,1,1,1,12,140
27,4.7,10.602417764362079,1840325.0,21.0,0.0,5,1,0,3,10,17
28,4.9,12.464226008964719,1837455.0,22.0,2.0,2,2,1,0,5,75
35,4.7,19.975632175541914,1882095.0,18.0,6.0,2,3,0,1,2,215
31,4.9,13.972036025783177,1864805.0,23.0,4.0,0,2,1,0,14,90
28,5.0,10.587588203123412,1867690.0,21.0,2.0,3,1,0,1,13,210
37,4.8,12.24085827411391,1882095.0,22.0,6.0,4,2,2,0,11,125
21,5.0,9.22083460710881,1847530.0,19.0,2.0,4,1,0,1,9,135
26,5.0,17.07679057474372,1861930.0,19.0,6.0,1,1,1,1,14,120
22,4.7,16.59866734050554,1867690.0,19.0,2.0,2,1,0,1,12,85
30,4.5,4.5894994863803555,1880645.0,22.0,0.0,4,2,1,1,9,95
29,4.8,10.64105130998624,1873450.0,23.0,5.0,4,2,0,1,15,110
38,4.2,4.717601092054723,1915205.0,22.0,4.0,2,2,0,0,3,110
39,4.9,9.2191235676111,1856175.0,23.0,3.0,0,2,2,1,3,50
22,4.8,1.53058864856925,1838895.0,11.0,1.0,1,2,2,0,14,90
37,4.9,6.29013467763468,1841765.0,15.0,6.0,4,3,1,1,14,75
23,4.8,1.5302594894332384,1847525.0,11.0,2.0,5,0,1,0,3,75
22,4.9,12.099122314389794,1887850.0,19.0,2.0,5,1,1,1,2,145
34,4.8,9.121421674135904,1844655.0,19.0,4.0,3,1,0,1,0,135
21,4.6,9.193014472266961,1856170.0,20.0,3.0,4,1,2,1,9,165
35,4.7,9.315745361545886,1866255.0,19.0,3.0,1,1,2,1,11,125
34,4.0,7.8626681674103684,1850415.0,21.0,0.0,4,1,1,1,1,195
37,4.4,5.958847028253639,1866245.0,12.0,3.0,1,0,1,3,0,160
30,4.7,6.2323920207909005,1841770.0,16.0,6.0,0,3,1,1,11,110
23,5.0,6.232193723015724,1869130.0,14.0,1.0,4,0,0,1,3,145
26,4.8,19.839642357285015,1913770.0,20.0,5.0,2,1,2,3,6,120
27,4.5,4.537513326842717,1886415.0,17.0,3.0,2,3,0,1,13,115
26,4.6,4.56096495080353,1853285.0,19.0,5.0,2,1,1,1,10,23
25,4.6,3.0882379795300396,1906575.0,10.0,3.0,1,2,0,0,6,85
31,4.7,17.097896810816284,1887845.0,22.0,2.0,0,2,0,0,10,19
25,4.9,4.663438748149055,1874890.0,23.0,4.0,4,2,0,0,4,80
35,4.9,8.810784525898955,1909455.0,23.0,1.0,3,2,1,1,4,75
35,4.0,9.17813837505589,1860485.0,19.0,0.0,4,1,0,1,13,170
35,4.6,9.181151801248024,1860495.0,21.0,0.0,5,1,1,1,3,125
38,4.9,3.104463374954771,1889295.0,9.0,1.0,1,2,2,0,5,135
27,4.8,12.42059924680664,1870575.0,21.0,0.0,2,1,0,1,4,145
31,4.8,4.657528074267875,1860485.0,17.0,0.0,3,3,0,1,0,125
35,4.6,10.906432552887628,1873450.0,23.0,5.0,1,2,0,0,10,21
35,4.8,4.610120317988261,1853290.0,19.0,5.0,0,1,0,1,7,110
30,5.0,6.128850978538233,1853285.0,15.0,5.0,2,3,0,1,4,160
27,4.6,4.610405794808594,1866245.0,18.0,3.0,3,3,1,0,9,60
36,4.1,6.210849324534313,1856165.0,12.0,3.0,3,0,0,1,10,31
28,4.0,3.1162385581768866,1889290.0,11.0,1.0,3,0,0,1,3,160
25,4.9,7.660951720810249,1874890.0,20.0,4.0,2,1,0,1,5,50
33,4.7,8.810784525898955,1906575.0,21.0,3.0,1,1,0,1,14,160
34,4.8,9.348298807291807,1883530.0,18.0,5.0,2,3,0,1,14,165
35,4.7,20.205788522337425,1873450.0,19.0,5.0,3,1,0,1,10,51
31,4.7,16.659917302375398,1887855.0,22.0,2.0,5,2,0,3,8,105
30,3.9,19.620419296539986,1882095.0,20.0,6.0,1,1,1,1,5,165
25,4.7,9.435201537430714,1872010.0,21.0,6.0,2,1,1,0,4,115
20,4.7,1.536829311966258,1838885.0,10.0,1.0,1,2,1,1,13,80
21,4.2,13.99001950805727,1884970.0,17.0,4.0,1,3,0,1,10,33
30,3.5,13.68160171925017,1870575.0,19.0,0.0,5,1,0,1,5,215
25,4.7,3.0734537599377685,1850410.0,11.0,0.0,5,0,1,0,13,55
32,4.9,10.64201906419996,1879215.0,19.0,1.0,4,1,1,1,9,205
30,3.9,13.830084721845328,1870570.0,20.0,0.0,1,1,1,1,0,215
21,4.4,1.5525879817947141,1869125.0,9.0,1.0,2,2,0,1,7,100
29,4.5,7.7625474744641085,1860485.0,21.0,0.0,0,1,0,0,6,265
24,4.7,6.03744523636816,1847525.0,13.0,2.0,5,0,1,0,3,100
26,4.2,4.674174529063472,1838895.0,21.0,1.0,3,1,0,1,3,155
29,4.9,9.327055824816654,1853290.0,22.0,5.0,0,2,0,1,15,60
39,4.8,3.0407893988053885,1841775.0,9.0,6.0,0,2,0,0,3,105
39,4.6,4.5607380187107855,1869135.0,23.0,1.0,4,2,2,0,0,90
22,4.9,7.8626681674103684,1883535.0,18.0,5.0,0,3,0,1,15,115
38,4.8,1.5439076805320382,1909445.0,8.0,1.0,0,2,2,1,7,75
20,4.9,9.435201537430714,1909455.0,17.0,1.0,0,3,1,1,9,65
36,4.6,13.971881683316301,1854725.0,23.0,4.0,0,2,0,0,4,135
24,4.8,7.550012438488936,1912330.0,19.0,6.0,5,1,0,1,6,115
24,4.7,1.5580739318105787,1853295.0,11.0,5.0,1,0,1,0,12,50
34,4.4,13.77076958377127,1861930.0,21.0,6.0,3,1,0,1,13,230
28,4.8,16.90314234117986,1873445.0,22.0,5.0,2,2,0,1,0,80
33,4.6,7.772241951547947,1889285.0,20.0,1.0,5,1,2,0,10,25
25,4.4,12.435204072231338,1854725.0,22.0,4.0,4,1,0,1,11,175
24,4.6,4.527973054243058,1877765.0,19.0,2.0,3,1,0,1,7,170
34,4.7,14.15280068944862,1854735.0,22.0,4.0,4,2,0,1,15,130
24,4.3,9.348431884826278,1838885.0,23.0,1.0,5,2,0,3,6,110
31,4.1,2.9794969556315394,1889285.0,10.0,1.0,1,2,0,1,13,110
22,4.4,16.72146713385881,1861930.0,21.0,6.0,4,1,0,1,14,195
29,4.6,4.537601588065108,1848965.0,23.0,0.0,4,2,0,1,11,75
28,4.8,7.60136893811491,1863375.0,22.0,5.0,4,2,1,1,7,65
30,4.6,4426.385687167562,1909445.0,20.0,1.0,3,1,0,1,7,170
26,4.8,20.183799025948787,1867685.0,17.0,2.0,5,3,1,0,7,100
26,4.8,4.717601092054723,1877770.0,20.0,2.0,4,1,0,0,5,135
23,4.7,6.242341033681714,1915215.0,14.0,4.0,3,0,0,1,15,155
34,4.8,7.562333809640329,1863375.0,19.0,5.0,5,1,1,1,4,130
31,4.3,17.13737798601516,1864815.0,21.0,4.0,4,1,1,2,14,230
25,3.9,3.0188284633848217,1872010.0,11.0,6.0,0,0,0,0,10,43
33,4.9,6.037448590044755,1853285.0,13.0,5.0,4,0,0,0,14,135
38,4.7,7.5735237341835395,1883530.0,23.0,5.0,4,2,0,1,13,85
38,4.5,4.528225009313327,1856165.0,0.0,3.0,1,2,0,0,4,110
38,5.0,17.07661742698135,1843205.0,22.0,5.0,1,2,1,1,11,140
21,4.8,10.906036622245484,1873445.0,17.0,5.0,1,3,1,1,9,105
32,4.6,16.476590576083705,1910895.0,20.0,0.0,0,1,1,0,2,95
33,4.8,12.418029175076608,1869125.0,23.0,0.0,1,2,0,0,7,140
33,4.8,1.492362579262321,1912325.0,8.0,6.0,5,2,0,1,7,135
28,5.0,1.5527615060238593,1850415.0,10.0,0.0,1,2,1,1,2,85
20,4.7,10.5864846162781,1864810.0,23.0,4.0,5,2,0,1,8,65
36,4.7,7.601265908224463,1872015.0,22.0,6.0,4,2,2,0,8,95
23,4.9,13.680927409309072,1861935.0,20.0,6.0,1,1,0,1,6,130
24,4.9,13.989450296958767,1854725.0,18.0,4.0,0,3,2,1,12,65
22,4.8,1.5526813140972442,1869130.0,10.0,1.0,3,2,0,0,10,24
36,4.6,13.584306064167167,1867685.0,21.0,2.0,0,1,0,1,12,165
21,4.7,20.205788522337425,1876325.0,18.0,3.0,5,3,2,1,12,80
21,4.9,1.5367469794092732,1856170.0,10.0,3.0,0,2,0,1,15,110
32,4.6,12.484587017091192,1913770.0,19.0,5.0,1,1,0,1,5,225
33,4.9,4.657528074267875,1872015.0,17.0,6.0,5,3,0,1,9,160
33,4.7,1.5294841760997977,1844655.0,10.0,4.0,4,2,0,0,3,75
22,4.7,12.463861442061555,1884970.0,19.0,4.0,1,1,1,0,6,130
36,4.6,10.906470984869689,1857605.0,17.0,2.0,5,3,0,0,15,120
36,3.9,11.937162485471495,1910885.0,23.0,0.0,3,2,2,1,2,190
33,4.7,19.617929437389435,1882095.0,19.0,6.0,0,1,2,1,8,140
29,4.6,9.087972744661085,1889290.0,17.0,1.0,4,3,1,0,7,75
36,4.9,20.17741678822261,1861925.0,22.0,6.0,3,2,0,0,1,205
30,4.7,4.469166522803337,1867695.0,23.0,1.0,4,2,2,1,7,90
34,4.6,19.880040740546,1884975.0,0.0,4.0,5,2,0,1,6,120
26,4.9,16.388699354723066,1864810.0,20.0,4.0,1,1,1,1,15,145
25,4.9,16.826241648658115,1867695.0,22.0,2.0,3,2,0,1,12,105
32,4.8,3.1089836948124367,1856175.0,8.0,3.0,0,2,0,1,4,130
22,5.0,10.906257371570659,1848970.0,18.0,1.0,0,3,0,0,12,80
35,4.6,6.14707622035735,1886415.0,15.0,3.0,5,3,0,1,3,145
25,4.9,9.348431884826278,1880650.0,21.0,0.0,0,1,0,1,1,80
38,4.6,1.5580766213086716,1850405.0,8.0,0.0,4,2,0,1,11,145
29,4.8,4.6575909554297805,1838885.0,22.0,1.0,1,2,0,1,1,95
36,4.8,16.6594405791231,1854730.0,22.0,4.0,4,2,1,0,12,150
20,4.7,4.631691361204381,1906570.0,0.0,3.0,4,2,0,1,4,60
31,4.6,1.5322531674035038,1872015.0,11.0,6.0,5,0,1,1,14,135
20,4.9,4.544208221887867,1860485.0,18.0,0.0,1,3,1,1,4,130
39,4.2,16.822056546203214,1837450.0,19.0,2.0,2,1,1,1,7,160
25,4.7,3.145067434621583,1880645.0,10.0,0.0,1,2,1,1,8,95
30,4.1,16.641014927987907,1840325.0,19.0,0.0,3,1,0,1,4,240
28,4.9,7.448412467877649,1847535.0,17.0,2.0,0,3,0,1,4,95
35,4.5,16.982276917763187,1913775.0,20.0,5.0,0,1,1,1,6,90
23,4.9,7.441053171025902,1906575.0,18.0,3.0,4,3,0,0,0,60
28,4.9,7.761779919073713,1886410.0,20.0,3.0,0,1,1,1,10,19
32,4.2,3.1162228846223834,1860485.0,8.0,0.0,2,2,0,1,8,100
23,4.6,7.601876617115989,1889285.0,20.0,1.0,5,1,0,1,15,185
34,4.6,7.601385733164932,1838890.0,18.0,1.0,1,3,0,1,14,150
32,5.0,12.580267822400963,1884975.0,20.0,4.0,4,1,0,2,0,265
22,4.7,14.15280068944862,1905125.0,23.0,4.0,4,2,0,1,9,120
39,3.9,12.161069532201358,1857610.0,18.0,2.0,1,3,0,1,8,190
30,4.7,3.058551495341316,1889295.0,8.0,1.0,0,2,1,1,8,65
38,4.4,10.865084189986677,1837445.0,19.0,2.0,4,3,1,1,4,195
32,4.8,3.0294405603131453,1877775.0,10.0,2.0,4,2,0,1,3,85
38,4.7,19.362740471251666,1882090.0,22.0,6.0,5,2,1,1,3,90
26,4.7,17.09752652782741,1876335.0,17.0,3.0,5,3,0,0,14,100
25,4.6,4.494166054627451,1909445.0,19.0,1.0,3,1,1,0,6,150
32,4.1,7.490186773135625,1912335.0,17.0,6.0,2,3,0,1,13,165
32,4.7,7.772466272035551,1838895.0,22.0,1.0,0,2,1,0,13,95
28,4.6,5.992276327991793,1912335.0,16.0,6.0,3,3,0,0,4,90
22,2.6,19.91296718928853,1876325.0,22.0,3.0,0,2,1,1,13,220
33,4.6,3.145067434621583,1889285.0,9.0,1.0,4,2,1,0,10,19
25,4.5,5016.244328346146,1912325.0,9.0,6.0,3,2,1,1,14,85
37,4.6,13.969116967730173,1873445.0,17.0,5.0,2,3,2,1,7,110
34,4.9,16.637054384885012,1876335.0,23.0,3.0,4,2,1,1,13,125
21,4.7,7.601362669750945,1869130.0,18.0,1.0,2,3,0,1,3,70
32,4.4,19.883251553020397,1848975.0,18.0,1.0,3,3,1,1,4,160
20,4.9,7.790314135591859,1880645.0,17.0,0.0,5,3,0,1,4,105
26,4.7,9.179538450826048,1872015.0,23.0,6.0,2,2,0,3,1,95
33,4.6,4.544194013501194,1869135.0,19.0,1.0,1,3,0,1,7,135
38,4.5,3.025098484224574,1853295.0,11.0,5.0,3,0,0,1,2,130
34,4.6,16.114177482114307,1908010.0,17.0,2.0,4,3,0,1,10,45
29,5.0,19.974163074784503,1876325.0,22.0,3.0,5,2,1,1,2,50
22,4.9,1.5137004246299195,1909450.0,11.0,1.0,5,0,0,1,9,90
39,4.6,4.560903158461034,1883535.0,18.0,5.0,4,3,2,1,4,85
27,4.6,17.29786575291325,1882085.0,19.0,6.0,1,1,0,1,7,125
34,4.7,1.554508559519504,1856170.0,8.0,3.0,3,2,1,1,5,95
21,4.6,3.063638579712219,1853285.0,9.0,5.0,2,2,0,1,11,55
36,3.5,12.463970105023904,1854735.0,19.0,4.0,0,1,1,1,13,170
25,4.8,13.89593366321021,1910885.0,22.0,0.0,1,2,0,3,8,95
28,4.4,11.007734763744617,1913765.0,19.0,5.0,3,1,0,1,14,155
28,4.8,20.507595969741473,1913775.0,17.0,5.0,2,3,0,1,8,105
28,4.8,3.0644047273699666,1883535.0,11.0,5.0,2,0,0,0,6,75
36,4.9,1.492347495243951,1909455.0,8.0,1.0,2,2,1,1,11,140
22,4.9,10.906432552887628,1837455.0,19.0,2.0,2,1,1,1,1,140
28,4.7,12.43584244017328,1857605.0,18.0,2.0,2,3,0,1,0,140
35,4.8,10.924344981907158,1913770.0,19.0,5.0,5,1,0,1,11,215
37,4.7,10.867258681532135,1876335.0,17.0,3.0,0,3,1,0,15,145
39,4.7,3.040666798077057,1889285.0,9.0,1.0,0,2,0,3,8,135
38,4.1,20.178100872931342,1848975.0,18.0,1.0,5,3,1,1,14,180
32,4.1,12.293207925868513,1843205.0,18.0,5.0,0,3,0,1,11,170
33,4.9,1.5093844931452696,1838895.0,9.0,1.0,4,2,0,1,3,75
35,5.0,17.078934089494954,1851855.0,19.0,6.0,0,1,0,1,9,125
23,5.0,10.923515441756813,1910895.0,19.0,0.0,4,1,1,1,14,150
35,4.9,7.7635043374686274,1853290.0,20.0,5.0,4,1,0,1,2,125
34,4.8,1.572533729286321,1880645.0,11.0,0.0,4,0,0,1,4,170
35,4.6,4.579067429409076,1915205.0,18.0,4.0,5,3,0,1,2,130
26,4.8,9.348403522662325,1874895.0,21.0,4.0,3,1,1,1,5,165
28,4.7,3.12109153947145,1915215.0,11.0,4.0,3,0,1,0,2,100
32,4.8,16.851359915661256,1846085.0,21.0,3.0,4,1,0,0,13,260
38,4.8,12.580267822400963,1873455.0,22.0,5.0,2,2,1,0,13,100
25,4.3,8.938177476637756,1863365.0,23.0,5.0,1,2,0,1,9,135
36,4.8,3.064627592336888,1863370.0,9.0,5.0,2,2,0,0,9,140
25,4.6,4.46931202175492,1883530.0,22.0,5.0,1,2,0,1,13,70
22,4.7,9.326359385740641,1844655.0,19.0,4.0,0,1,0,1,7,80
25,4.7,9.121036990826918,1856175.0,17.0,3.0,1,3,1,1,12,120
33,4.8,3.025377321543807,1883525.0,8.0,5.0,0,2,1,0,12,75
25,4.9,12.108706523152946,1905125.0,21.0,4.0,3,1,2,1,6,155
24,4.8,16.830914549955864,1851855.0,18.0,6.0,5,3,0,1,4,190
35,4.8,4.657597469270872,1856165.0,22.0,3.0,4,2,0,1,3,105
36,4.7,13.788947117364545,1867695.0,23.0,2.0,2,2,0,1,2,120
34,4.7,13.611544388190575,1873455.0,21.0,5.0,2,1,1,1,7,125
24,4.8,9.314965469327513,1877765.0,22.0,2.0,4,1,1,1,6,115
20,4.8,6.232241741133436,1866250.0,16.0,3.0,3,3,1,0,3,70
21,4.7,9.349055143284817,1883535.0,22.0,5.0,5,2,0,1,13,65
39,5.0,10.58695309692162,1873455.0,18.0,5.0,0,3,1,0,6,140
29,4.4,19.915298664494237,1857615.0,20.0,2.0,1,1,0,1,9,195
20,4.9,6.210106489026998,1874895.0,16.0,4.0,0,3,0,3,13,55
39,4.4,7.450285845946469,1844650.0,21.0,4.0,4,1,0,1,2,180
33,4.9,6.242318682701243,1906575.0,16.0,3.0,3,3,1,0,2,75
39,4.8,1.572533729286321,1860495.0,9.0,0.0,4,2,0,1,3,85
30,3.9,10.416963824321584,1908005.0,19.0,2.0,2,1,0,1,14,175
30,4.7,6.210030477135088,1874890.0,15.0,4.0,2,0,1,1,2,125
31,5.0,3.0408940852046724,1838895.0,8.0,1.0,1,2,0,1,11,110
25,5.0,16.849939918016492,1846095.0,22.0,3.0,2,2,0,1,13,120
24,4.0,7.64537402705469,1850410.0,20.0,0.0,5,1,0,1,14,165
34,4.6,3.0251533668867396,1889285.0,8.0,1.0,1,2,0,1,10,21
31,4.9,9.182882169250194,1863370.0,21.0,5.0,3,1,0,1,6,150
20,4.7,20.206315811338555,1861930.0,23.0,6.0,4,2,0,1,5,145
25,5.0,5.958963420481106,1872010.0,15.0,6.0,3,3,1,0,4,85
27,4.8,7.659687719505771,1841770.0,0.0,6.0,3,2,0,0,10,12
25,4.6,13.787803344501583,1861935.0,21.0,6.0,4,1,2,1,3,205
29,4.5,10.906379374468557,1884965.0,21.0,4.0,4,1,0,1,11,235
27,4.8,12.463970105023904,1864805.0,21.0,4.0,2,1,2,1,9,135
21,4.9,10.865464603780389,1867685.0,23.0,2.0,2,2,1,3,15,95
22,5.0,7.546888128063204,1856170.0,21.0,3.0,3,1,0,1,14,120
21,4.8,9.220316822180319,1869135.0,21.0,1.0,4,1,0,1,2,100
25,4.9,4.66345622976206,1860485.0,0.0,0.0,4,2,0,1,7,120
23,4.4,3.1088209178699793,1889290.0,9.0,1.0,1,2,0,1,15,100
34,4.8,4.537989684962583,1883525.0,20.0,5.0,0,1,1,0,8,80
39,5.0,10.881197531246407,1864805.0,17.0,4.0,4,3,0,1,7,175
25,4.9,17.07747121287486,1876335.0,18.0,3.0,4,3,0,1,0,185
23,4.8,1.5323511358881128,1874895.0,11.0,4.0,0,0,1,0,13,70
30,4.7,1.5125654463644047,1874895.0,10.0,4.0,1,2,0,1,8,100
39,4.8,3.1047859175295125,1856175.0,11.0,3.0,1,0,0,0,11,165
25,4.9,3.1053555451188637,1853290.0,11.0,5.0,4,0,1,1,4,115
21,4.6,16.41195716757807,1905135.0,19.0,4.0,5,1,0,0,5,130
36,4.2,12.080081518351331,1910885.0,19.0,0.0,2,1,0,1,9,205
21,5.0,12.293502674441413,1864805.0,23.0,4.0,4,2,1,0,3,120
27,2.8,12.256046315965444,1856170.0,23.0,2.0,0,2,0,1,1,170
32,4.9,5.962202685727718,1872005.0,12.0,6.0,5,0,2,1,7,155
22,4.8,16.659890497111146,1854735.0,17.0,4.0,4,3,1,0,0,165
36,4.3,13.830756172608513,1861925.0,17.0,6.0,1,3,1,1,3,185
22,4.6,3.105133735234752,1869125.0,11.0,1.0,4,0,0,1,9,145
39,4.6,3373.1975567429454,1912325.0,11.0,6.0,4,0,0,0,5,160
36,4.7,13.612154686696366,1847535.0,23.0,1.0,5,2,0,1,5,130
31,4.8,20.85172635753384,1856175.0,23.0,2.0,4,2,1,1,5,130
39,4.2,11.71980179013411,1913765.0,19.0,5.0,3,1,1,1,6,180
20,4.6,3.108983787513406,1866250.0,9.0,3.0,0,2,0,1,7,80
34,4.8,1.5367312329664098,1863375.0,10.0,5.0,0,2,1,1,9,55
39,4.6,6.128899374764088,1880645.0,13.0,0.0,0,0,0,1,14,145
28,4.6,10.427667505405807,1861925.0,23.0,6.0,5,2,1,1,13,90
21,4.7,3.1053645449072986,1889285.0,11.0,1.0,4,0,0,1,2,115
38,4.6,6.058825169286296,1872015.0,12.0,6.0,4,0,1,1,10,27
35,3.6,17.137879924186517,1846095.0,19.0,3.0,1,1,0,3,10,35
32,4.9,20.18125982649362,1843215.0,19.0,5.0,4,1,0,1,12,205
27,4.7,1.5581322655568652,1838890.0,11.0,1.0,4,0,0,0,0,140
34,3.4,17.099225478912437,1864815.0,23.0,4.0,0,2,0,1,6,160
39,4.8,14.15280068944862,1913775.0,23.0,5.0,2,2,2,1,7,135
32,4.8,20.25304812543042,1857615.0,23.0,2.0,1,2,0,1,14,95
23,4.5,12.292885177860324,1873445.0,18.0,5.0,5,3,0,1,11,135
36,5.0,4.663411524934487,1850410.0,23.0,0.0,1,2,0,0,5,100
38,4.6,13.990536544120216,1887845.0,17.0,2.0,3,3,0,1,11,190
15,1.0,4.656649028065795,1869130.0,,,6,4,2,1,13,135
27,5.0,9.121796528794311,1874890.0,20.0,4.0,5,1,0,1,0,155
32,4.9,8.927643512640747,1909445.0,22.0,1.0,1,2,1,1,5,115
25,4.8,11.916705005077658,1882095.0,18.0,6.0,5,3,1,1,12,105
31,4.7,6.175848827388973,1909455.0,15.0,1.0,0,3,1,0,13,75
26,4.9,1.5581369822072066,1883535.0,9.0,5.0,4,2,1,1,3,70
20,4.6,11.007734763744617,1908005.0,19.0,2.0,0,3,2,1,11,85
37,4.6,1.5322531674035038,1886405.0,8.0,3.0,1,2,0,0,10,24
20,4.9,7.601066543768378,1841765.0,19.0,6.0,2,1,1,1,15,145
26,4.5,6.080882967594328,1841765.0,14.0,6.0,2,0,0,3,14,95
34,4.7,17.29786575291325,1884975.0,20.0,4.0,3,1,0,2,2,260
33,4.7,16.83409066322075,1874885.0,23.0,3.0,2,2,1,1,7,140
39,4.1,1.536828545242727,1863375.0,11.0,5.0,5,0,1,1,1,170
39,4.6,6.1052326871543485,1912325.0,14.0,6.0,5,0,0,1,3,165
23,4.7,9.056672984546829,1872015.0,17.0,6.0,2,3,0,1,4,125
33,4.0,7.724074530277346,1906565.0,17.0,3.0,1,3,0,1,7,170
28,4.8,13.989147573068443,1846085.0,21.0,3.0,3,1,0,1,10,31
39,4.8,10.428262034058305,1884965.0,0.0,4.0,5,2,0,1,14,145
35,4.8,8.936297424957562,1856170.0,21.0,3.0,2,1,1,1,13,145
38,5.0,13.97121661678327,1867685.0,19.0,2.0,5,1,0,1,3,205
22,4.7,1.5263981914915923,1906565.0,8.0,3.0,2,2,0,1,4,50
39,4.9,13.610877575672198,1873445.0,19.0,5.0,0,1,2,0,9,140
27,4.9,7.601066543768378,1853295.0,19.0,5.0,3,1,0,1,14,100
32,4.7,6.080949025950904,1889295.0,15.0,1.0,0,0,0,0,10,18
30,4.5,7.562478890452318,1872015.0,23.0,6.0,2,2,0,1,2,140
27,4.8,8.93786088183146,1860485.0,23.0,0.0,0,2,0,0,2,50
23,4.6,10.725034637880958,1879205.0,23.0,1.0,1,2,0,0,1,75
37,4.9,13.971968544834215,1864810.0,22.0,4.0,0,2,1,1,2,135
35,4.7,19.618645096414927,1882085.0,18.0,6.0,0,3,1,1,10,26
26,4.9,9.074684164326316,1863375.0,23.0,5.0,5,2,2,1,6,50
23,4.8,3.145067434621583,1853295.0,9.0,5.0,0,2,0,1,4,70
38,4.8,7.76260023979039,1883525.0,17.0,5.0,0,3,1,1,13,75
21,5.0,12.580267822400963,1864810.0,22.0,4.0,3,2,0,1,11,110
20,4.6,19.976644021152854,1843210.0,18.0,5.0,1,3,0,1,13,115
29,4.7,12.464066309794568,1857610.0,22.0,2.0,5,2,0,1,9,95
23,4.9,6.232373129283698,1856165.0,12.0,3.0,3,0,0,1,11,130
37,4.6,10.586595268060286,1857605.0,20.0,2.0,0,1,0,1,3,110
30,4.2,10.641925519431222,1887845.0,20.0,2.0,1,1,0,1,5,265
20,4.9,13.583332471810195,1854730.0,19.0,4.0,1,1,0,1,7,135
37,5.0,6.232179267966144,1844645.0,13.0,4.0,2,0,0,1,14,155
23,4.8,20.182728114832916,1843205.0,17.0,5.0,4,3,1,1,13,125
26,5.0,16.853347148215086,1840325.0,17.0,0.0,3,3,1,0,9,180
39,4.5,4.464846077192792,1906570.0,0.0,3.0,2,2,0,1,14,110
36,5.0,13.762097103297643,1846085.0,22.0,3.0,0,2,0,1,10,22
38,4.6,13.973760919164189,1843215.0,19.0,5.0,0,1,0,3,6,85
26,4.6,13.82913165629175,1867685.0,23.0,2.0,5,2,1,0,11,75
31,4.3,9.314908769971195,1860490.0,19.0,0.0,4,1,1,1,3,165
26,4.8,4.656811824870756,1877765.0,23.0,2.0,5,2,1,3,8,65
22,4.6,12.29354192492578,1861925.0,21.0,6.0,5,1,0,0,10,26
25,4.6,9.175565157006737,1886415.0,22.0,3.0,3,2,0,0,12,50
22,4.8,16.634890709262386,1870570.0,18.0,0.0,4,3,2,0,1,145
36,5.0,7.683355299930933,1853285.0,17.0,5.0,4,3,0,0,13,150
30,4.9,9.075352487619899,1847530.0,18.0,2.0,5,3,1,1,15,125
23,4.8,13.762754362295334,1854730.0,22.0,4.0,5,2,1,1,15,95
22,5.0,9.178605957040862,1869125.0,22.0,1.0,2,2,1,0,9,70
31,4.8,13.583267699065033,1876330.0,22.0,3.0,2,2,1,1,12,90
39,4.6,9.177683834695673,1850405.0,18.0,0.0,4,3,0,0,14,95
21,4.8,9.313300003113902,1880650.0,23.0,0.0,4,2,0,0,5,75
22,4.8,3.0734537599377685,1853290.0,10.0,5.0,5,2,1,0,10,15
15,1.0,10.725566076623075,1869130.0,,,6,4,1,1,0,190
20,5.0,12.293569688294703,1854735.0,20.0,4.0,1,1,0,1,3,145
31,4.2,4.6104717430464985,1863370.0,20.0,5.0,1,1,1,1,12,165
22,5.0,10.88036428627722,1840325.0,20.0,0.0,1,1,1,1,11,80
36,4.8,3.1091344143312867,1860495.0,11.0,0.0,2,0,0,1,15,130
39,4.4,17.09799694004444,1867690.0,22.0,2.0,3,2,0,1,11,220
36,5.0,13.61128304620412,1851850.0,20.0,6.0,3,1,0,1,9,245
35,5.0,4.663544352411129,1841770.0,22.0,6.0,4,2,0,0,5,85
21,4.6,3.0250863295462396,1880650.0,10.0,0.0,0,2,0,1,15,50
23,4.8,9.17785559642758,1853285.0,21.0,5.0,0,1,1,1,12,90
25,4.9,4.610073053799191,1850415.0,17.0,0.0,3,3,0,1,7,85
36,5.0,6.0811084845161325,1866255.0,13.0,3.0,5,0,0,1,0,140
34,4.9,3.1091253358399578,1853285.0,11.0,5.0,0,0,1,0,2,90
32,4.4,10.587773645836048,1846090.0,21.0,3.0,5,1,0,0,14,205
